frame_id,frame_path,label,kpt_0_x,kpt_0_y,kpt_0_z,kpt_1_x,kpt_1_y,kpt_1_z,kpt_2_x,kpt_2_y,kpt_2_z,kpt_3_x,kpt_3_y,kpt_3_z,kpt_4_x,kpt_4_y,kpt_4_z,kpt_5_x,kpt_5_y,kpt_5_z,kpt_6_x,kpt_6_y,kpt_6_z,kpt_7_x,kpt_7_y,kpt_7_z,kpt_8_x,kpt_8_y,kpt_8_z,kpt_9_x,kpt_9_y,kpt_9_z,kpt_10_x,kpt_10_y,kpt_10_z,kpt_11_x,kpt_11_y,kpt_11_z,kpt_12_x,kpt_12_y,kpt_12_z,kpt_13_x,kpt_13_y,kpt_13_z,kpt_14_x,kpt_14_y,kpt_14_z,kpt_15_x,kpt_15_y,kpt_15_z,kpt_16_x,kpt_16_y,kpt_16_z,kpt_17_x,kpt_17_y,kpt_17_z,kpt_18_x,kpt_18_y,kpt_18_z,kpt_19_x,kpt_19_y,kpt_19_z,kpt_20_x,kpt_20_y,kpt_20_z,kpt_21_x,kpt_21_y,kpt_21_z,kpt_22_x,kpt_22_y,kpt_22_z,kpt_23_x,kpt_23_y,kpt_23_z,kpt_24_x,kpt_24_y,kpt_24_z,kpt_25_x,kpt_25_y,kpt_25_z,kpt_26_x,kpt_26_y,kpt_26_z,kpt_27_x,kpt_27_y,kpt_27_z,kpt_28_x,kpt_28_y,kpt_28_z,kpt_29_x,kpt_29_y,kpt_29_z,kpt_30_x,kpt_30_y,kpt_30_z,kpt_31_x,kpt_31_y,kpt_31_z,kpt_32_x,kpt_32_y,kpt_32_z
0001,./images/24/frame_00001.jpg,Normal,0.6237112879753113,0.18069151043891907,-0.2295365333557129,0.6270343661308289,0.16967090964317322,-0.23646533489227295,0.6289563775062561,0.16906693577766418,-0.23648324608802795,0.6311442852020264,0.1682983934879303,-0.23655052483081818,0.6239561438560486,0.170212060213089,-0.22177691757678986,0.6235017776489258,0.17009161412715912,-0.2218049317598343,0.6230970621109009,0.16990962624549866,-0.22180119156837463,0.6407813429832458,0.16891507804393768,-0.21740524470806122,0.627827525138855,0.1712404042482376,-0.14647747576236725,0.6288109421730042,0.18974386155605316,-0.21769598126411438,0.6244475841522217,0.19021549820899963,-0.1973070651292801,0.6765933632850647,0.22444123029708862,-0.17353756725788116,0.6173736453056335,0.22815458476543427,-0.08269452303647995,0.6884355545043945,0.3086087703704834,-0.17561109364032745,0.6074932813644409,0.30179762840270996,-0.04696853831410408,0.6864657998085022,0.38236308097839355,-0.20765738189220428,0.5952515006065369,0.3611224591732025,-0.09673821181058884,0.6886823177337646,0.4049476683139801,-0.22816124558448792,0.590196967124939,0.38025397062301636,-0.10927440226078033,0.6811362504959106,0.40593892335891724,-0.23880131542682648,0.5954294800758362,0.3871965706348419,-0.13086853921413422,0.6799030303955078,0.39706021547317505,-0.21237556636333466,0.5969744920730591,0.3746044933795929,-0.10707499086856842,0.6513237953186035,0.38642483949661255,-0.029896825551986694,0.6196511387825012,0.3769710659980774,0.029923265799880028,0.6464297771453857,0.47387176752090454,-0.05481226369738579,0.6142148375511169,0.46963849663734436,0.0697745531797409,0.6421862840652466,0.5861445665359497,0.03163725882768631,0.6126229763031006,0.5762330293655396,0.1924700140953064,0.6404058337211609,0.6033926010131836,0.0360720120370388,0.6164942383766174,0.5949884653091431,0.20179703831672668,0.6426607966423035,0.6213765144348145,-0.0415772944688797,0.5954835414886475,0.602636456489563,0.1451178640127182
0002,./images/24/frame_00002.jpg,Normal,0.6239079236984253,0.1794116199016571,-0.21652328968048096,0.627180278301239,0.16875191032886505,-0.22099395096302032,0.6290798783302307,0.16803282499313354,-0.221017524600029,0.6312034130096436,0.16716481745243073,-0.2210695445537567,0.6240221261978149,0.16960492730140686,-0.20853373408317566,0.623536229133606,0.1695341169834137,-0.2085525542497635,0.6231051087379456,0.16940906643867493,-0.20856106281280518,0.6410470604896545,0.16801999509334564,-0.19399209320545197,0.6278419494628906,0.17087024450302124,-0.1344640702009201,0.6290953159332275,0.188129723072052,-0.20242193341255188,0.6247247457504272,0.18937687575817108,-0.18528331816196442,0.6764820218086243,0.22306804358959198,-0.1487227827310562,0.6172422766685486,0.22824251651763916,-0.06924790143966675,0.6884375214576721,0.30524009466171265,-0.1337234377861023,0.6061215996742249,0.2997565269470215,-0.018771937116980553,0.6867516040802002,0.38238462805747986,-0.16324028372764587,0.5952670574188232,0.3608890473842621,-0.06072170287370682,0.6878755688667297,0.40600475668907166,-0.18124337494373322,0.5907071828842163,0.3803931474685669,-0.07172448188066483,0.6812264323234558,0.4061334431171417,-0.1961236298084259,0.5953367948532104,0.38245871663093567,-0.09601162374019623,0.6800448298454285,0.3972720205783844,-0.16919276118278503,0.5969805121421814,0.37447822093963623,-0.07168746739625931,0.6521667838096619,0.3831286132335663,-0.02618464268743992,0.6208509206771851,0.3760765790939331,0.026238104328513145,0.6467885971069336,0.4735930263996124,-0.04337315261363983,0.6151422262191772,0.4701043963432312,0.02441917546093464,0.6424260139465332,0.5862730741500854,0.04131065681576729,0.6159216165542603,0.5779179930686951,0.118990957736969,0.6408745050430298,0.6031141877174377,0.04493995010852814,0.6184291839599609,0.5949486494064331,0.12455397844314575,0.6435186862945557,0.6187410354614258,-0.031088009476661682,0.5977775454521179,0.603218138217926,0.058768875896930695
0003,./images/24/frame_00003.jpg,Normal,0.6239034533500671,0.17955319583415985,-0.19788548350334167,0.6270960569381714,0.16878922283649445,-0.20322653651237488,0.6289366483688354,0.1680389642715454,-0.20325446128845215,0.6309078931808472,0.1671813577413559,-0.2033042013645172,0.6239792108535767,0.1697520613670349,-0.19079716503620148,0.6234881281852722,0.1696833074092865,-0.19081568717956543,0.6230398416519165,0.16955964267253876,-0.19083179533481598,0.6408952474594116,0.16798876225948334,-0.17957843840122223,0.6278417706489563,0.1709030419588089,-0.12031581252813339,0.6290979981422424,0.18820782005786896,-0.18477848172187805,0.6247776746749878,0.18964998424053192,-0.16777890920639038,0.6764698028564453,0.22290444374084473,-0.13681401312351227,0.6172442436218262,0.22887539863586426,-0.058379173278808594,0.6884682774543762,0.3045022189617157,-0.12093371152877808,0.6055680513381958,0.2997741997241974,-0.006105818785727024,0.686835765838623,0.38260340690612793,-0.14970096945762634,0.5950793027877808,0.3616240322589874,-0.04630889371037483,0.6875005960464478,0.40710628032684326,-0.16751256585121155,0.590686559677124,0.38166067004203796,-0.057163577526807785,0.681263267993927,0.4064043164253235,-0.18229582905769348,0.5951271653175354,0.38266122341156006,-0.08141280710697174,0.6800637245178223,0.397477924823761,-0.15565264225006104,0.5969709157943726,0.3750317096710205,-0.05734531208872795,0.6524008512496948,0.3835471570491791,-0.024936825037002563,0.6218160390853882,0.3771592080593109,0.024991320446133614,0.6463371515274048,0.4767032265663147,-0.01466432772576809,0.6160413026809692,0.47153913974761963,0.036741286516189575,0.6421803832054138,0.5864020586013794,0.07666750252246857,0.6169174909591675,0.5784379839897156,0.13725286722183228,0.6406946182250977,0.6026195287704468,0.0813247337937355,0.6197295784950256,0.5946165323257446,0.14408524334430695,0.6433417797088623,0.617268443107605,0.010677461512386799,0.598751425743103,0.6032106280326843,0.0834062471985817
0004,./images/24/frame_00004.jpg,Normal,0.6239519715309143,0.17989082634449005,-0.20622894167900085,0.6270999312400818,0.1689586490392685,-0.21168026328086853,0.6289376020431519,0.16814646124839783,-0.21170707046985626,0.6309064626693726,0.16723725199699402,-0.2117612659931183,0.6239776015281677,0.17007198929786682,-0.19931897521018982,0.6234798431396484,0.17002694308757782,-0.1993406116962433,0.6230153441429138,0.169918954372406,-0.19935303926467896,0.6409049034118652,0.16799664497375488,-0.18627111613750458,0.6277928352355957,0.17107678949832916,-0.1275426596403122,0.6292189359664917,0.188484326004982,-0.19236047565937042,0.624893307685852,0.19006562232971191,-0.17546848952770233,0.6764183640480042,0.2225150167942047,-0.1400408148765564,0.6172235012054443,0.22929491102695465,-0.0639747828245163,0.6883873343467712,0.30341359972953796,-0.1240549311041832,0.6055119633674622,0.30044248700141907,-0.01266953069716692,0.6869161128997803,0.3816833198070526,-0.15379264950752258,0.5952183604240417,0.36212357878685,-0.052265483886003494,0.6875157356262207,0.406402051448822,-0.1711854636669159,0.5912370085716248,0.38251322507858276,-0.06312171369791031,0.6817590594291687,0.40558701753616333,-0.1863822191953659,0.5951436758041382,0.3828577697277069,-0.08740618824958801,0.6804648041725159,0.3964887857437134,-0.15994656085968018,0.5971413850784302,0.3754274547100067,-0.0632483959197998,0.6524398326873779,0.382720947265625,-0.023190313950181007,0.6220721006393433,0.37684622406959534,0.023246608674526215,0.6459746956825256,0.47752583026885986,-0.020726298913359642,0.616433322429657,0.4725490212440491,0.025549983605742455,0.6420867443084717,0.5866680145263672,0.06335361301898956,0.6177583932876587,0.5785966515541077,0.11747133731842041,0.6404587030410767,0.6026446223258972,0.06725846230983734,0.6205263733863831,0.5944987535476685,0.12321515381336212,0.6433314085006714,0.6167585849761963,-0.00557019654661417,0.5999730825424194,0.6032276749610901,0.059138260781764984
0005,./images/24/frame_00005.jpg,Normal,0.6239801645278931,0.1798999011516571,-0.2096942663192749,0.6270875930786133,0.16886669397354126,-0.21481826901435852,0.6289209127426147,0.16799396276474,-0.21484732627868652,0.630879282951355,0.16702066361904144,-0.2149035930633545,0.6239254474639893,0.1700645387172699,-0.2028612196445465,0.6233843564987183,0.1700265258550644,-0.20288538932800293,0.6228539943695068,0.1699201762676239,-0.20289961993694305,0.6408193111419678,0.16769419610500336,-0.18788187205791473,0.6273003220558167,0.17106367647647858,-0.13088418543338776,0.6293126940727234,0.1884649693965912,-0.19540171325206757,0.6249189972877502,0.19002984464168549,-0.17897970974445343,0.6763003468513489,0.2218790203332901,-0.13994373381137848,0.6171861290931702,0.2298440784215927,-0.06686249375343323,0.6880321502685547,0.3019586205482483,-0.12474119663238525,0.6055400371551514,0.301413893699646,-0.02043733187019825,0.6872759461402893,0.3802342712879181,-0.15515215694904327,0.5952721834182739,0.36337804794311523,-0.06152382493019104,0.6878203749656677,0.40299633145332336,-0.1721302568912506,0.5914257764816284,0.3832641541957855,-0.0727095752954483,0.6828587651252747,0.4023128151893616,-0.1875952184200287,0.5951254367828369,0.3830227851867676,-0.09686718881130219,0.6814650893211365,0.3938494324684143,-0.16164466738700867,0.5971404910087585,0.37601038813591003,-0.07255662232637405,0.6524903774261475,0.3810824155807495,-0.022281307727098465,0.6222203969955444,0.3760606050491333,0.022339561954140663,0.6458181738853455,0.4774331748485565,-0.024742458015680313,0.6168839335441589,0.47249090671539307,0.02211396023631096,0.6419013142585754,0.5867322087287903,0.055951159447431564,0.6178134083747864,0.5785738229751587,0.10977929830551147,0.6402263045310974,0.6027777194976807,0.059810787439346313,0.6209801435470581,0.5944681167602539,0.11505861580371857,0.6432915925979614,0.6157987117767334,-0.014053231105208397,0.6001591682434082,0.6032257676124573,0.050415266305208206
0006,./images/24/frame_00006.jpg,Normal,0.6241920590400696,0.1811920404434204,-0.20642539858818054,0.6272040009498596,0.16962096095085144,-0.21104879677295685,0.6290522813796997,0.1686178594827652,-0.21107685565948486,0.6310268044471741,0.16752681136131287,-0.21112890541553497,0.623927652835846,0.17113348841667175,-0.19985778629779816,0.6233748197555542,0.17121157050132751,-0.19987577199935913,0.6227977871894836,0.17122146487236023,-0.1998867392539978,0.6409062147140503,0.1681925505399704,-0.1826036274433136,0.6269190311431885,0.17232686281204224,-0.12871001660823822,0.6296509504318237,0.18929214775562286,-0.19143451750278473,0.6250561475753784,0.19106140732765198,-0.17594575881958008,0.6762999296188354,0.22184014320373535,-0.13389022648334503,0.6171696782112122,0.23060867190361023,-0.06574734300374985,0.6879573464393616,0.3021421432495117,-0.11452032625675201,0.6055372953414917,0.3039332926273346,-0.015253432095050812,0.6878989338874817,0.3802904486656189,-0.14515367150306702,0.5952633619308472,0.3661237359046936,-0.054826341569423676,0.6885381937026978,0.4030826687812805,-0.16161145269870758,0.591422438621521,0.3846997916698456,-0.0655326396226883,0.6839832067489624,0.4026079475879669,-0.17750035226345062,0.5948538184165955,0.38395342230796814,-0.09057292342185974,0.6823806762695312,0.39429184794425964,-0.15184088051319122,0.5969372987747192,0.3787198066711426,-0.06617671251296997,0.652800440788269,0.3811197578907013,-0.0219991747289896,0.6222905516624451,0.37591761350631714,0.022047562524676323,0.6458749175071716,0.4788680970668793,-0.02384066954255104,0.6168640851974487,0.47256067395210266,0.02381458505988121,0.6419001817703247,0.5869388580322266,0.056825000792741776,0.6177653074264526,0.5784623622894287,0.11542019993066788,0.6401708126068115,0.6027846336364746,0.06040624529123306,0.6212196946144104,0.5939711332321167,0.12121184915304184,0.6433113813400269,0.6158151626586914,-0.012461543083190918,0.5999677181243896,0.6032181978225708,0.059160418808460236
0007,./images/24/frame_00007.jpg,Normal,0.6242501735687256,0.18140044808387756,-0.20548386871814728,0.6272078156471252,0.16968119144439697,-0.2104116678237915,0.6290631294250488,0.16862906515598297,-0.21044237911701202,0.6310478448867798,0.16752788424491882,-0.21049682796001434,0.6238912343978882,0.1713750958442688,-0.19891846179962158,0.6232885122299194,0.17151407897472382,-0.1989346444606781,0.6226357817649841,0.1715688556432724,-0.1989477574825287,0.6409454345703125,0.16817320883274078,-0.18405671417713165,0.6264621615409851,0.17258156836032867,-0.12849920988082886,0.6298396587371826,0.18932774662971497,-0.19124305248260498,0.6251479387283325,0.19116999208927155,-0.17529737949371338,0.6762905716896057,0.2209601253271103,-0.13719859719276428,0.617213785648346,0.23070038855075836,-0.06557915359735489,0.6879394054412842,0.3013949990272522,-0.12120138108730316,0.6057877540588379,0.30560389161109924,-0.014617902226746082,0.6890369057655334,0.3792489767074585,-0.1527586281299591,0.5952636003494263,0.368844211101532,-0.052839331328868866,0.6904957294464111,0.40159785747528076,-0.16971546411514282,0.5914119482040405,0.3876064717769623,-0.06281596422195435,0.686228334903717,0.40240320563316345,-0.18489310145378113,0.5945941209793091,0.38699111342430115,-0.0881742462515831,0.6845787763595581,0.39417213201522827,-0.15921132266521454,0.5968210697174072,0.3816196024417877,-0.06425797939300537,0.6537087559700012,0.3791539967060089,-0.02246362529695034,0.62264084815979,0.3746737241744995,0.022508803755044937,0.6460274457931519,0.47941622138023376,-0.02682683989405632,0.6168121099472046,0.4725167453289032,0.02427944354712963,0.6419740915298462,0.5869394540786743,0.055226363241672516,0.617922842502594,0.5774285197257996,0.11946438252925873,0.6402311325073242,0.6022797226905823,0.05891350656747818,0.6214973330497742,0.5916306972503662,0.12571188807487488,0.6434796452522278,0.615946352481842,-0.014121253974735737,0.6005434393882751,0.6028504967689514,0.06466145068407059
0008,./images/24/frame_00008.jpg,Normal,0.6241589784622192,0.1816702038049698,-0.2025766372680664,0.6268869042396545,0.1698095202445984,-0.2082185298204422,0.6286779642105103,0.1687004417181015,-0.2082488238811493,0.6305850744247437,0.1675552874803543,-0.2083047330379486,0.6237020492553711,0.17163211107254028,-0.19627299904823303,0.6231096982955933,0.1717928647994995,-0.1962924599647522,0.6224606037139893,0.1718556135892868,-0.1963139772415161,0.6406766176223755,0.16816969215869904,-0.18439555168151855,0.6263932585716248,0.1727193146944046,-0.1271926462650299,0.6297696828842163,0.18941281735897064,-0.1892499178647995,0.6251485347747803,0.1914040446281433,-0.17280742526054382,0.6762890815734863,0.22081485390663147,-0.13761718571186066,0.6175090074539185,0.2308347076177597,-0.06621652096509933,0.6877963542938232,0.30153772234916687,-0.12207438051700592,0.6062570214271545,0.3059540092945099,-0.01654377393424511,0.6894111037254333,0.37914755940437317,-0.1549939513206482,0.5957250595092773,0.36914321780204773,-0.054625749588012695,0.6914430260658264,0.40171369910240173,-0.17206935584545135,0.591709315776825,0.3883054554462433,-0.0648009330034256,0.6870905756950378,0.4025285542011261,-0.18741221725940704,0.5946766138076782,0.38749396800994873,-0.089418426156044,0.6852762699127197,0.3942619264125824,-0.16155144572257996,0.5969845652580261,0.38216379284858704,-0.0657612755894661,0.6543866395950317,0.37945207953453064,-0.022209180518984795,0.6229593753814697,0.37474140524864197,0.022249827161431313,0.6464592814445496,0.47983941435813904,-0.027163362130522728,0.6172322630882263,0.472598135471344,0.026078253984451294,0.6418853402137756,0.5875824689865112,0.06443926692008972,0.6184253692626953,0.577349066734314,0.12744642794132233,0.6402286291122437,0.6020264029502869,0.06937310099601746,0.62189120054245,0.5906814336776733,0.13444921374320984,0.6434465050697327,0.6162992119789124,-0.0023200500290840864,0.6020951271057129,0.6028068661689758,0.0736481249332428
0009,./images/24/frame_00009.jpg,Normal,0.6241567730903625,0.18243980407714844,-0.19382084906101227,0.6268526911735535,0.17041318118572235,-0.19899089634418488,0.6286581158638,0.16919973492622375,-0.19902470707893372,0.630578339099884,0.1679331213235855,-0.19907429814338684,0.6235632300376892,0.17229817807674408,-0.18728427588939667,0.6228988766670227,0.17243647575378418,-0.1872996687889099,0.6221686601638794,0.17245760560035706,-0.18732304871082306,0.6406303644180298,0.16829705238342285,-0.17369771003723145,0.6260047554969788,0.17299790680408478,-0.11780507862567902,0.6297858357429504,0.1897757649421692,-0.1800890415906906,0.6251501441001892,0.1917472779750824,-0.16399075090885162,0.6761361360549927,0.2199876308441162,-0.1280992329120636,0.6175192594528198,0.23101526498794556,-0.05778713896870613,0.6873529553413391,0.30129921436309814,-0.11312802135944366,0.6069415807723999,0.30639582872390747,-0.008350778371095657,0.6894057393074036,0.377880722284317,-0.14990045130252838,0.5958386063575745,0.3699326515197754,-0.04851251095533371,0.6919934153556824,0.40125375986099243,-0.16708268225193024,0.5918620228767395,0.3888642489910126,-0.05871666222810745,0.6879721283912659,0.40239396691322327,-0.18260237574577332,0.5946895480155945,0.38790854811668396,-0.08391086757183075,0.6859244108200073,0.394053190946579,-0.1565697193145752,0.5970093607902527,0.3823128938674927,-0.05989807844161987,0.6546788215637207,0.37959563732147217,-0.021918021142482758,0.6229263544082642,0.37476059794425964,0.02195611596107483,0.6467231512069702,0.4796770215034485,-0.02729567512869835,0.6171895861625671,0.4725797772407532,0.018289651721715927,0.641755223274231,0.5878385901451111,0.06032443046569824,0.6184881925582886,0.5772954225540161,0.11845596879720688,0.6396307349205017,0.6020315885543823,0.06497330218553543,0.6222185492515564,0.5907415747642517,0.12536148726940155,0.644033670425415,0.6169633865356445,-0.006689045578241348,0.6017955541610718,0.6029378175735474,0.06527487933635712
0010,./images/24/frame_00010.jpg,Normal,0.6241376996040344,0.18276695907115936,-0.18679265677928925,0.6267097592353821,0.1706148236989975,-0.19178590178489685,0.628470778465271,0.1693585366010666,-0.19182437658309937,0.6303303241729736,0.16804561018943787,-0.19187530875205994,0.6234644651412964,0.17255739867687225,-0.1797683984041214,0.6227923631668091,0.17270375788211823,-0.1797824203968048,0.6220570802688599,0.172721728682518,-0.1798105537891388,0.64008629322052,0.16832372546195984,-0.16758351027965546,0.6258584260940552,0.17314766347408295,-0.11043070256710052,0.6297245621681213,0.18988990783691406,-0.1737683266401291,0.6251477003097534,0.19195803999900818,-0.1573130339384079,0.6755650043487549,0.2192336618900299,-0.12521454691886902,0.6177905201911926,0.23171283304691315,-0.052566587924957275,0.6872049570083618,0.3006977140903473,-0.11441604048013687,0.6081591248512268,0.30849093198776245,-0.007255402393639088,0.6895491480827332,0.37744683027267456,-0.15444520115852356,0.5959883332252502,0.37304025888442993,-0.050156474113464355,0.6924149394035339,0.401265412569046,-0.17256741225719452,0.5918784737586975,0.39193814992904663,-0.060629893094301224,0.6881635189056396,0.4025140404701233,-0.18766823410987854,0.5945776104927063,0.39131689071655273,-0.08645845949649811,0.6861355900764465,0.39436590671539307,-0.16108550131320953,0.5970048904418945,0.38495463132858276,-0.06188264489173889,0.6550142765045166,0.37975209951400757,-0.022156963124871254,0.6235528588294983,0.37509825825691223,0.022195275872945786,0.6470639109611511,0.4797164797782898,-0.036090098321437836,0.6172777414321899,0.4725596606731415,0.02330867387354374,0.641008198261261,0.5876889824867249,0.054694999009370804,0.618718683719635,0.5770545601844788,0.12301848828792572,0.6390701532363892,0.601474404335022,0.059827256947755814,0.6222782135009766,0.590336263179779,0.12983007729053497,0.6443756818771362,0.6170169115066528,-0.007240583188831806,0.6015803217887878,0.6029393076896667,0.07076400518417358
